Spec. symbol,Program zkratka,Obor zkratka,Typ studia,Forma,Datum a čas zal. přihl.,Datum podání,Spr. poplatek - vypočteno,Spr. poplatek - zaplaceno,Zaplaceno,Datum úhrady,Dadtum zkompl. Zaplaceno,Datum zkompl. Adresy,Kompl. adresy,Datum zkompl. Os. údaje,Kompl. přihlášky,Datum zkompl. celé přihl.,Kompl. údajů přihl.,Datum zkompl. Údaje o přihl.,KA - obec,KA - stát
96522,B-BEDS,,Bakalářský,prezenční,31. 10. 2022 19:09,03.11.2022,750,0,ne,,,03. 11. 2022 07:02:59,ano,02. 11. 2022 12:43:24,ne,,ano,31. 10. 2022 19:10:44,I am from Pakistan,Pákistánská islámská republika
96179,B-BEDS,,Bakalářský,prezenční,17. 10. 2022 19:55,17.10.2022,750,750,ano,17.10.2022,17. 10. 2022 20:31:54,17. 10. 2022 20:09:38,ano,17. 10. 2022 20:28:11,ano,17. 10. 2022 20:31:54,ano,17. 10. 2022 19:58:26,"IYANA IYESI, OGUN STATE",Nigérijská federativní republika
96205,N-ENVA,,Magisterský navazující,prezenční,18. 10. 2022 17:23,,750,0,ne,,,,ne,18. 10. 2022 17:30:58,ne,,ano,18. 10. 2022 17:24:54,,
96152,N-LPA,,Magisterský navazující,prezenční,16. 10. 2022 13:20,16.10.2022,750,0,ne,,,10. 08. 2022 08:22:53,ano,16. 10. 2022 13:20:41,ne,,ano,16. 10. 2022 13:20:41,tehran,Íránská islámská republika
96020,B-BEDS,,Bakalářský,prezenční,10. 10. 2022 11:45,,750,0,ne,,,10. 10. 2022 11:45:38,ano,,ne,,ano,10. 10. 2022 11:45:38,Brniště (Jáchymov),Česká republika
96614,B-BEE,,Bakalářský,prezenční,04. 11. 2022 15:22,,750,0,ne,,,04. 11. 2022 15:22:11,ano,04. 11. 2022 15:44:20,ne,,ano,04. 11. 2022 15:22:11,Sindhupalchok,Nepálská federativní demokratická republika
96060,N-NCO,,Magisterský navazující,prezenční,12. 10. 2022 09:45,12.10.2022,750,0,ne,,,12. 10. 2022 10:16:29,ano,12. 10. 2022 10:08:21,ne,,ano,12. 10. 2022 09:48:39,yes,Pákistánská islámská republika
96201,B-BEE,,Bakalářský,prezenční,18. 10. 2022 16:30,,750,0,ne,,,18. 10. 2022 16:52:00,ano,18. 10. 2022 16:41:32,ne,,ano,18. 10. 2022 16:32:15,RUGANDO,Rwandská republika
96069,B-BEE,,Bakalářský,prezenční,12. 10. 2022 15:03,,750,0,ne,,,,ne,12. 10. 2022 15:09:00,ne,,ano,12. 10. 2022 15:05:05,,
95846,N-EGS,,Magisterský navazující,prezenční,03. 10. 2022 19:52,06.10.2022,750,750,ano,06.10.2022,06. 10. 2022 14:26:52,03. 10. 2022 23:24:15,ano,03. 10. 2022 20:49:53,ano,06. 10. 2022 14:26:52,ano,03. 10. 2022 19:55:28,Enugu,Nigérijská federativní republika
96616,B-BEDS,,Bakalářský,prezenční,04. 11. 2022 17:12,04.11.2022,750,0,ne,,,04. 11. 2022 17:37:16,ano,04. 11. 2022 17:28:58,ne,,ano,04. 11. 2022 17:20:14,SEFWI BEKWAI,Ghanská republika
96500,B-BEE,,Bakalářský,prezenční,30. 10. 2022 21:22,,750,0,ne,,,,ne,,ne,,ano,30. 10. 2022 21:25:44,,
96599,B-BEE,,Bakalářský,prezenční,04. 11. 2022 02:04,,750,0,ne,,,,ne,,ne,,ano,04. 11. 2022 02:05:15,,
95955,B-BEDS,,Bakalářský,prezenční,07. 10. 2022 11:46,07.10.2022,750,0,ne,,,07. 10. 2022 11:56:32,ano,07. 10. 2022 11:54:41,ne,,ano,07. 10. 2022 11:47:11,Ozery,Ruská federace
96083,N-EGS,,Magisterský navazující,prezenční,13. 10. 2022 05:12,02.11.2022,750,750,ano,02.11.2022,02. 11. 2022 09:50:13,13. 10. 2022 13:02:08,ano,13. 10. 2022 13:00:05,ano,02. 11. 2022 09:50:14,ano,13. 10. 2022 05:14:02,Almaty,Republika Kazachstán
96566,B-BEE,,Bakalářský,prezenční,02. 11. 2022 19:39,05.11.2022,750,0,ne,,,28. 03. 2022 19:55:02,ano,02. 11. 2022 19:39:32,ne,,ano,02. 11. 2022 19:39:33,Ideato north Local Government Area,Nigérijská federativní republika
96569,B-BEDS,,Bakalářský,prezenční,02. 11. 2022 19:40,05.11.2022,750,0,ne,,,28. 03. 2022 19:55:02,ano,02. 11. 2022 19:40:47,ne,,ano,02. 11. 2022 19:40:47,Ideato north Local Government Area,Nigérijská federativní republika
96545,B-BEDS,,Bakalářský,prezenční,01. 11. 2022 20:39,,750,0,ne,,,,ne,,ne,,ne,,,
96202,N-LPA,,Magisterský navazující,prezenční,18. 10. 2022 16:38,,750,0,ne,,,19. 10. 2022 00:01:16,ano,18. 10. 2022 23:56:42,ne,,ano,18. 10. 2022 16:40:15,"Aba, Abia state",Ostatní
95973,B-BEE,,Bakalářský,prezenční,08. 10. 2022 00:47,08.10.2022,750,0,ne,,,08. 10. 2022 00:17:21,ano,08. 10. 2022 00:47:44,ne,,ano,08. 10. 2022 00:47:45,Aba - Nigeria,Ostatní
95972,B-BEDS,,Bakalářský,prezenční,07. 10. 2022 23:52,08.10.2022,750,0,ne,,,08. 10. 2022 00:17:21,ano,08. 10. 2022 00:06:17,ne,,ano,07. 10. 2022 23:53:59,Aba - Nigeria,Ostatní
95831,B-BEDS,,Bakalářský,prezenční,03. 10. 2022 16:16,,750,0,ne,,,,ne,,ne,,ano,03. 10. 2022 16:21:17,,
96470,N-ENVA,,Magisterský navazující,prezenční,28. 10. 2022 23:29,29.10.2022,750,0,ne,,,28. 10. 2022 23:59:28,ano,28. 10. 2022 23:51:48,ne,,ano,28. 10. 2022 23:35:28,"Lagos, Nigeria.",Nigérijská federativní republika
96156,B-BEDS,,Bakalářský,prezenční,16. 10. 2022 17:23,,750,0,ne,,,,ne,16. 10. 2022 17:32:42,ne,,ano,16. 10. 2022 17:24:49,,
96162,B-BEDS,,Bakalářský,prezenční,16. 10. 2022 23:21,16.10.2022,750,0,ne,,,16. 10. 2022 23:26:48,ano,16. 10. 2022 23:31:27,ne,,ano,16. 10. 2022 23:24:42,Lagos State Nigeria.,Nigérijská federativní republika
96066,N-NCO,,Magisterský navazující,prezenční,12. 10. 2022 13:20,12.10.2022,750,750,ano,12.10.2022,12. 10. 2022 18:37:14,12. 10. 2022 14:24:06,ano,12. 10. 2022 14:25:36,ano,12. 10. 2022 18:37:15,ano,12. 10. 2022 13:28:29,Amumara Ezinihitte Mbaise,Nigérijská federativní republika
96229,N-EGS,,Magisterský navazující,prezenční,19. 10. 2022 17:16,,750,0,ne,,,19. 10. 2022 17:39:18,ano,19. 10. 2022 17:35:44,ne,,ano,19. 10. 2022 17:22:04,Porthartcourt,Nigérijská federativní republika
95908,B-BEE,,Bakalářský,prezenční,05. 10. 2022 17:31,05.10.2022,750,0,ne,,,05. 10. 2022 17:27:11,ano,05. 10. 2022 17:31:13,ne,,ano,05. 10. 2022 17:31:13,Ikota lagos,Nigérijská federativní republika
96418,B-BEDS,,Bakalářský,prezenční,25. 10. 2022 12:47,,750,0,ne,,,25. 10. 2022 12:59:32,ano,25. 10. 2022 12:56:30,ne,,ano,25. 10. 2022 12:48:46,yes,Ghanská republika
95980,B-BEDS,,Bakalářský,prezenční,08. 10. 2022 12:10,,750,0,ne,,,,ne,,ne,,ne,,,
96082,B-BEDS,,Bakalářský,prezenční,13. 10. 2022 01:33,,750,0,ne,,,,ne,,ne,,ano,13. 10. 2022 01:33:02,,
96398,N-ENVA,,Magisterský navazující,prezenční,24. 10. 2022 18:21,24.10.2022,750,0,ne,,,24. 10. 2022 21:05:31,ano,24. 10. 2022 21:00:05,ne,,ano,24. 10. 2022 20:52:30,"New Oko-Oba, Lagos",Nigérijská federativní republika
96525,B-BEE,,Bakalářský,prezenční,31. 10. 2022 21:31,03.11.2022,750,0,ne,,,31. 10. 2022 22:14:46,ano,31. 10. 2022 21:38:51,ne,,ano,31. 10. 2022 21:34:15,Crofton Meadows,Spojené státy americké
96108,B-BEE,,Bakalářský,prezenční,13. 10. 2022 23:42,,750,0,ne,,,,ne,,ne,,ano,13. 10. 2022 23:47:13,,
95874,B-BEE,,Bakalářský,prezenční,04. 10. 2022 18:10,04.10.2022,750,750,ano,15.10.2022,15. 10. 2022 20:19:16,04. 10. 2022 18:45:53,ano,04. 10. 2022 18:40:39,ano,15. 10. 2022 20:19:17,ano,04. 10. 2022 18:13:13,Enugu State,Nigérijská federativní republika
95968,N-LPA,,Magisterský navazující,prezenční,07. 10. 2022 23:11,11.10.2022,750,0,ne,,,10. 10. 2022 23:50:31,ano,10. 10. 2022 23:47:09,ne,,ano,07. 10. 2022 23:54:08,Abule egba,Nigérijská federativní republika
95925,N-ENVA,,Magisterský navazující,prezenční,06. 10. 2022 08:57,,750,0,ne,,,,ne,,ne,,ano,06. 10. 2022 08:59:53,,
96703,N-EGS,,Magisterský navazující,prezenční,08. 11. 2022 15:48,,750,0,ne,,,08. 11. 2022 16:35:48,ano,08. 11. 2022 16:25:30,ne,,ano,08. 11. 2022 15:51:39,Sunyani,Ghanská republika
96227,N-EGS,,Magisterský navazující,prezenční,19. 10. 2022 15:06,,750,0,ne,,,19. 10. 2022 15:06:14,ano,,ne,,ano,19. 10. 2022 15:06:14,"LAGOS, NIGERIA",Nigérijská federativní republika
96182,B-BEDS,,Bakalářský,prezenční,17. 10. 2022 22:15,,750,0,ne,,,,ne,,ne,,ano,18. 10. 2022 13:03:12,,
95919,N-NCO,,Magisterský navazující,prezenční,06. 10. 2022 05:47,,750,0,ne,,,,ne,,ne,,ne,,,
95920,N-NCO,,Magisterský navazující,prezenční,06. 10. 2022 05:48,,750,0,ne,,,,ne,,ne,,ne,,,
95921,N-NCO,,Magisterský navazující,prezenční,06. 10. 2022 05:50,06.10.2022,750,750,ano,06.10.2022,06. 10. 2022 06:55:03,06. 10. 2022 06:45:41,ano,06. 10. 2022 06:34:23,ano,06. 10. 2022 06:55:03,ano,06. 10. 2022 05:51:52,Kumasi,Ghanská republika
96151,B-BEDS,,Bakalářský,prezenční,16. 10. 2022 13:01,29.10.2022,750,0,ne,,,08. 04. 2022 14:32:10,ano,16. 10. 2022 13:01:13,ne,,ano,16. 10. 2022 13:01:13,Kharkov,Ukrajina
96322,B-BEDS,,Bakalářský,prezenční,23. 10. 2022 08:28,,750,0,ne,,,23. 10. 2022 08:43:49,ano,23. 10. 2022 08:41:32,ne,,ano,23. 10. 2022 08:33:01,Benin city,Nigérijská federativní republika
96132,B-BEDS,,Bakalářský,prezenční,15. 10. 2022 22:53,,750,0,ne,,,,ne,,ne,,ano,15. 10. 2022 23:07:57,,
95848,B-BEDS,,Bakalářský,prezenční,03. 10. 2022 20:23,,750,0,ne,,,,ne,,ne,,ano,03. 10. 2022 20:25:07,,
96642,N-EGS,,Magisterský navazující,prezenční,06. 11. 2022 02:12,06.11.2022,750,750,ano,06.11.2022,06. 11. 2022 07:38:41,06. 11. 2022 02:32:24,ano,06. 11. 2022 02:27:36,ano,06. 11. 2022 07:38:42,ano,06. 11. 2022 02:13:52,"Shiashie, East- Legon Accra",Ghanská republika
96449,N-NCO,,Magisterský navazující,prezenční,27. 10. 2022 00:35,,750,0,ne,,,04. 11. 2022 16:22:32,ano,04. 11. 2022 16:20:17,ne,,ano,27. 10. 2022 00:37:09,Ibadan,Nigérijská federativní republika
96177,B-BEDS,,Bakalářský,prezenční,17. 10. 2022 19:08,,750,0,ne,,,17. 10. 2022 19:15:44,ano,,ne,,ano,17. 10. 2022 19:10:21,İzmir,Turecká republika
95888,N-EGS,,Magisterský navazující,prezenční,05. 10. 2022 00:00,08.10.2022,750,0,ne,,,08. 10. 2022 11:13:45,ano,08. 10. 2022 10:53:40,ne,,ano,06. 10. 2022 01:21:55,Enugu State,Nigérijská federativní republika
96672,B-BEDS,,Bakalářský,prezenční,07. 11. 2022 05:37,,750,0,ne,,,,ne,07. 11. 2022 05:44:24,ne,,ano,07. 11. 2022 05:38:49,,
96379,N-EGS,,Magisterský navazující,prezenční,24. 10. 2022 13:12,,750,0,ne,,,25. 10. 2022 09:27:15,ano,24. 10. 2022 13:23:58,ne,,ano,24. 10. 2022 13:15:19,Bamenda,Kamerunská republika
95873,B-BEE,,Bakalářský,prezenční,04. 10. 2022 18:10,04.10.2022,750,1500,ano,04.10.2022,06. 10. 2022 05:45:52,04. 10. 2022 18:14:43,ano,04. 10. 2022 18:13:49,ano,06. 10. 2022 05:45:53,ano,04. 10. 2022 18:11:33,Praha (Žižkov),Česká republika
95950,N-ENVA,,Magisterský navazující,prezenční,07. 10. 2022 01:42,,750,0,ne,,,,ne,,ne,,ano,07. 10. 2022 02:18:24,,
95819,B-BEDS,,Bakalářský,prezenční,03. 10. 2022 14:19,25.10.2022,750,750,ano,25.10.2022,25. 10. 2022 20:56:50,03. 10. 2022 17:51:48,ano,03. 10. 2022 17:40:57,ano,25. 10. 2022 20:56:50,ano,03. 10. 2022 14:21:45,Tbilisi,Gruzie
96275,B-BEE,,Bakalářský,prezenční,21. 10. 2022 07:00,,750,0,ne,,,21. 10. 2022 07:24:29,ano,21. 10. 2022 07:18:41,ne,,ano,21. 10. 2022 07:01:54,"Myingyan Township, Mandalay Division , Myanmar",Ostatní
96438,B-BEDS,,Bakalářský,prezenční,26. 10. 2022 06:09,,750,0,ne,,,,ne,,ne,,ano,26. 10. 2022 06:11:17,,
95911,N-LPA,,Magisterský navazující,prezenční,05. 10. 2022 20:55,02.11.2022,750,750,ano,02.11.2022,02. 11. 2022 14:07:14,02. 11. 2022 13:21:58,ano,02. 11. 2022 13:44:16,ano,02. 11. 2022 14:07:14,ano,05. 10. 2022 20:57:23,Adıyaman,Turecká republika
96499,B-BEE,,Bakalářský,prezenční,30. 10. 2022 20:01,30.10.2022,750,750,ano,30.10.2022,30. 10. 2022 20:23:55,30. 10. 2022 20:18:02,ano,30. 10. 2022 20:14:59,ano,30. 10. 2022 20:23:55,ano,30. 10. 2022 20:02:41,"Lakewood, CO",Spojené státy americké
95876,B-BEDS,,Bakalářský,prezenční,04. 10. 2022 18:20,,750,0,ne,,,04. 10. 2022 19:04:53,ano,04. 10. 2022 19:00:17,ne,,ano,04. 10. 2022 18:21:52,Novi Sad,Srbská republika
95877,B-BEE,,Bakalářský,prezenční,04. 10. 2022 19:21,,750,0,ne,,,04. 10. 2022 19:04:53,ano,04. 10. 2022 19:21:24,ne,,ano,04. 10. 2022 19:21:25,Novi Sad,Srbská republika
96039,B-BEE,,Bakalářský,prezenční,11. 10. 2022 09:07,,750,0,ne,,,11. 10. 2022 09:27:41,ano,11. 10. 2022 09:25:25,ne,,ano,11. 10. 2022 09:16:49,Lakshmipur,Bangladéšská lidová republika
96242,B-BEDS,,Bakalářský,prezenční,20. 10. 2022 05:16,,750,0,ne,,,11. 10. 2022 09:27:41,ano,20. 10. 2022 05:16:32,ne,,ano,20. 10. 2022 05:16:32,Lakshmipur,Bangladéšská lidová republika
96194,B-BEDS,,Bakalářský,prezenční,18. 10. 2022 12:03,18.10.2022,750,750,ano,18.10.2022,20. 10. 2022 05:46:05,19. 04. 2022 15:34:32,ano,18. 10. 2022 12:03:06,ano,20. 10. 2022 05:46:07,ano,18. 10. 2022 12:03:07,Arima,Republika Trinidad a Tobago
96196,B-BEDS,,Bakalářský,prezenční,18. 10. 2022 12:46,21.10.2022,750,750,ano,27.10.2022,29. 10. 2022 05:45:56,21. 10. 2022 16:55:03,ano,21. 10. 2022 16:52:53,ano,29. 10. 2022 05:45:58,ano,18. 10. 2022 12:55:26,Arima,Republika Trinidad a Tobago
96363,N-NCO,,Magisterský navazující,prezenční,24. 10. 2022 04:39,,750,0,ne,,,10. 01. 2022 02:14:36,ano,24. 10. 2022 04:39:51,ne,,ano,24. 10. 2022 04:39:51,Quito,Ekvádorská republika
96685,B-BEDS,,Bakalářský,prezenční,07. 11. 2022 14:14,,750,0,ne,,,07. 11. 2022 14:22:55,ano,07. 11. 2022 14:22:08,ne,,ano,07. 11. 2022 14:15:39,Praha,Česká republika
95811,B-BEDS,,Bakalářský,prezenční,03. 10. 2022 11:04,04.10.2022,750,750,ano,04.10.2022,04. 10. 2022 05:44:49,03. 10. 2022 12:27:55,ano,03. 10. 2022 11:43:27,ano,04. 10. 2022 05:44:49,ano,03. 10. 2022 11:09:34,Dhaka,Bangladéšská lidová republika
95994,N-NCO,,Magisterský navazující,prezenční,09. 10. 2022 04:52,,750,0,ne,,,,ne,,ne,,ne,,,
96700,N-LPA,,Magisterský navazující,prezenční,08. 11. 2022 12:03,08.11.2022,750,0,ne,,,08. 11. 2022 12:39:22,ano,08. 11. 2022 12:28:10,ne,,ano,08. 11. 2022 12:12:54,Ashaiman,Ghanská republika
95881,B-BEE,,Bakalářský,prezenční,04. 10. 2022 21:25,,750,0,ne,,,,ne,,ne,,ano,04. 10. 2022 21:26:02,,
96531,N-ENVA,,Magisterský navazující,prezenční,01. 11. 2022 08:11,,750,0,ne,,,01. 11. 2022 08:42:53,ano,01. 11. 2022 08:25:38,ne,,ano,01. 11. 2022 08:12:57,"Azerbaijan,Baku",Ázerbájdžánská republika
96125,B-BEDS,,Bakalářský,prezenční,15. 10. 2022 10:45,15.10.2022,750,0,ne,,,15. 10. 2022 11:10:18,ano,15. 10. 2022 11:05:57,ne,,ano,15. 10. 2022 10:49:44,"Narail sadar, Narail, Bangladesh",Bangladéšská lidová republika
96122,N-LPA,,Magisterský navazující,prezenční,15. 10. 2022 07:14,,750,0,ne,,,,ne,,ne,,ano,15. 10. 2022 07:15:49,,
96265,B-BEDS,,Bakalářský,prezenční,20. 10. 2022 19:14,,750,0,ne,,,,ne,,ne,,ne,,,
96421,B-BEDS,,Bakalářský,prezenční,25. 10. 2022 15:23,,750,0,ne,,,,ne,25. 10. 2022 15:43:13,ne,,ano,25. 10. 2022 15:28:36,,
96403,B-BEE,,Bakalářský,prezenční,24. 10. 2022 22:39,06.11.2022,750,750,ano,07.11.2022,07. 11. 2022 12:35:28,04. 11. 2022 11:12:59,ano,04. 11. 2022 11:11:38,ano,07. 11. 2022 12:35:28,ano,24. 10. 2022 22:40:22,Cork,Irsko
96450,B-BEDS,,Bakalářský,prezenční,27. 10. 2022 09:36,27.10.2022,750,750,ano,27.10.2022,27. 10. 2022 11:50:36,27. 10. 2022 11:44:25,ano,27. 10. 2022 11:45:41,ano,27. 10. 2022 11:50:36,ano,27. 10. 2022 09:38:34,Curca,Indická republika
96017,N-NCO,,Magisterský navazující,prezenční,10. 10. 2022 08:02,,750,0,ne,,,10. 10. 2022 08:14:00,ano,10. 10. 2022 08:10:15,ne,,ano,10. 10. 2022 08:02:55,quatre bornes,Mauricijská republika
96077,B-BEDS,,Bakalářský,prezenční,12. 10. 2022 21:34,,750,0,ne,,,,ne,,ne,,ano,12. 10. 2022 21:35:54,,
96423,N-EGS,,Magisterský navazující,prezenční,25. 10. 2022 16:39,25.10.2022,750,0,ne,,,25. 10. 2022 17:00:47,ano,25. 10. 2022 16:57:06,ne,,ano,25. 10. 2022 16:48:50,MAKURDI BENUE STATE,Nigérijská federativní republika
96341,B-BEDS,,Bakalářský,prezenční,23. 10. 2022 18:11,23.10.2022,750,0,ne,,,23. 10. 2022 18:19:06,ano,23. 10. 2022 18:16:20,ne,,ano,23. 10. 2022 18:12:57,Ijede Ikorodu,Nigérijská federativní republika
96652,B-BEE,,Bakalářský,prezenční,06. 11. 2022 12:11,,750,0,ne,,,22. 10. 2022 19:20:19,ano,06. 11. 2022 12:11:49,ne,,ano,06. 11. 2022 12:11:50,District Gujranwala.,Pákistánská islámská republika
96650,B-BEDS,,Bakalářský,prezenční,06. 11. 2022 11:50,,750,0,ne,,,,ne,,ne,,ne,,,
96090,N-EGS,,Magisterský navazující,prezenční,13. 10. 2022 11:03,,750,0,ne,,,,ne,,ne,,ano,13. 10. 2022 11:04:16,,
96457,B-BEE,,Bakalářský,prezenční,27. 10. 2022 19:13,,750,0,ne,,,27. 10. 2022 19:34:51,ano,27. 10. 2022 19:33:58,ne,,ano,27. 10. 2022 19:14:37,Swampscott,Spojené státy americké
96617,N-ENVA,,Magisterský navazující,prezenční,04. 11. 2022 17:50,,750,0,ne,,,04. 11. 2022 18:36:41,ano,04. 11. 2022 18:34:33,ne,,ano,04. 11. 2022 18:01:05,"Randle Avenue, Surulere, Lagos",Nigérijská federativní republika
96117,N-NCO,,Magisterský navazující,prezenční,14. 10. 2022 14:41,,750,0,ne,,,14. 10. 2022 14:41:17,ano,,ne,,ano,14. 10. 2022 14:41:17,"Sri Ganganagar, Rajasthan, India",Indická republika
96697,B-BEDS,,Bakalářský,prezenční,08. 11. 2022 05:22,08.11.2022,750,750,ano,08.11.2022,08. 11. 2022 06:57:05,08. 11. 2022 05:51:39,ano,08. 11. 2022 05:42:15,ano,08. 11. 2022 06:57:06,ano,08. 11. 2022 05:27:02,Mandalay,Myanmarský svaz
95891,B-BEDS,,Bakalářský,prezenční,05. 10. 2022 08:10,,750,0,ne,,,05. 10. 2022 08:10:34,ano,,ne,,ano,05. 10. 2022 08:10:34,Praha,Česká republika
95966,B-BEE,,Bakalářský,prezenční,07. 10. 2022 19:29,,750,0,ne,,,,ne,,ne,,ano,07. 10. 2022 19:30:47,,
96389,N-ENVA,,Magisterský navazující,prezenční,24. 10. 2022 16:38,24.10.2022,750,750,ano,24.10.2022,24. 10. 2022 17:41:44,24. 10. 2022 17:04:21,ano,24. 10. 2022 16:49:12,ano,24. 10. 2022 17:41:44,ano,24. 10. 2022 16:39:46,Atwima Koforidua,Ghanská republika
96238,B-BEE,,Bakalářský,prezenční,19. 10. 2022 22:51,,750,0,ne,,,19. 10. 2022 23:08:30,ano,19. 10. 2022 23:05:11,ne,,ano,19. 10. 2022 22:56:15,Douala,Kamerunská republika
96430,N-EGS,,Magisterský navazující,prezenční,25. 10. 2022 21:10,25.10.2022,750,0,ne,,,25. 10. 2022 21:34:28,ano,25. 10. 2022 21:26:27,ne,,ano,25. 10. 2022 21:14:44,Monrovia,Liberijská republika
96530,B-BEDS,,Bakalářský,prezenční,01. 11. 2022 07:01,01.11.2022,750,0,ne,,,01. 11. 2022 07:11:27,ano,01. 11. 2022 07:08:14,ne,,ano,01. 11. 2022 07:02:26,Lucknow,Indická republika
96405,B-BEE,,Bakalářský,prezenční,25. 10. 2022 00:14,,750,0,ne,,,25. 10. 2022 00:33:29,ano,25. 10. 2022 00:31:48,ne,,ano,25. 10. 2022 00:17:40,Šid,Srbská republika
96615,B-BEE,,Bakalářský,prezenční,04. 11. 2022 15:22,04.11.2022,750,750,ano,08.11.2022,08. 11. 2022 07:51:25,04. 11. 2022 15:45:53,ano,04. 11. 2022 15:37:49,ano,08. 11. 2022 07:51:25,ano,04. 11. 2022 15:25:03,Makaibari,Nepálská federativní demokratická republika
96073,N-LPA,,Magisterský navazující,prezenční,12. 10. 2022 17:44,,750,0,ne,,,12. 10. 2022 17:52:40,ano,12. 10. 2022 17:49:25,ne,,ano,12. 10. 2022 17:45:00,"IKON sukhumvit77 condo, Suanluang district, Bangkok",Thajské království
96485,B-BEE,,Bakalářský,prezenční,30. 10. 2022 09:45,,750,0,ne,,,,ne,,ne,,ne,,,
95883,N-NCO,,Magisterský navazující,prezenční,04. 10. 2022 21:59,05.10.2022,750,750,ano,11.10.2022,11. 10. 2022 13:34:28,04. 10. 2022 22:37:30,ano,04. 10. 2022 22:27:58,ano,11. 10. 2022 13:34:29,ano,04. 10. 2022 21:59:13,Gazipur,Bangladéšská lidová republika
95977,N-LPA,,Magisterský navazující,prezenční,08. 10. 2022 04:24,08.10.2022,750,0,ne,,,08. 10. 2022 04:42:35,ano,08. 10. 2022 04:38:57,ne,,ano,08. 10. 2022 04:29:43,Gujrat Pakistan,Pákistánská islámská republika
96623,N-LPA,,Magisterský navazující,prezenční,05. 11. 2022 13:06,,750,0,ne,,,23. 03. 2020 16:46:10,ano,,ne,,ano,05. 11. 2022 13:07:00,Mělník,Česká republika
96251,B-BEE,,Bakalářský,prezenční,20. 10. 2022 13:14,20.10.2022,750,0,ne,,,20. 10. 2022 13:32:56,ano,20. 10. 2022 13:28:38,ne,,ano,20. 10. 2022 13:19:20,Nanjing,Čínská lidová republika
96686,B-BEE,,Bakalářský,prezenční,07. 11. 2022 16:55,,750,0,ne,,,,ne,,ne,,ano,07. 11. 2022 16:56:41,,
95845,N-EGS,,Magisterský navazující,prezenční,03. 10. 2022 19:46,,750,0,ne,,,,ne,,ne,,ano,03. 10. 2022 19:48:48,,
96051,B-BEDS,,Bakalářský,prezenční,11. 10. 2022 18:46,,750,0,ne,,,,ne,11. 10. 2022 18:50:53,ne,,ano,11. 10. 2022 18:46:48,,
96183,N-LPA,,Magisterský navazující,prezenční,17. 10. 2022 22:25,,750,0,ne,,,17. 10. 2022 22:36:39,ano,17. 10. 2022 22:34:57,ne,,ano,17. 10. 2022 22:26:32,Bahir Dar,Etiopská federativní demokratická republika
96168,B-BEDS,,Bakalářský,prezenční,17. 10. 2022 11:45,17.10.2022,750,0,ne,,,17. 10. 2022 11:50:23,ano,17. 10. 2022 11:49:46,ne,,ano,17. 10. 2022 11:46:32,Ledce,Česká republika
96411,B-BEDS,,Bakalářský,prezenční,25. 10. 2022 06:30,,750,0,ne,,,31. 08. 2022 10:43:31,ano,25. 10. 2022 06:42:34,ne,,ano,25. 10. 2022 06:30:35,Buon Ma Thuot,Ostatní
96110,N-LPA,,Magisterský navazující,prezenční,14. 10. 2022 07:08,,750,0,ne,,,14. 10. 2022 07:11:28,ano,,ne,,ano,14. 10. 2022 07:09:49,accra,Ghanská republika
96365,B-BEDS,,Bakalářský,prezenční,24. 10. 2022 07:38,,750,0,ne,,,,ne,,ne,,ne,,,
96324,B-BEDS,,Bakalářský,prezenční,23. 10. 2022 09:34,23.10.2022,750,750,ano,23.10.2022,23. 10. 2022 10:01:45,23. 10. 2022 09:49:46,ano,23. 10. 2022 09:45:53,ano,23. 10. 2022 10:01:45,ano,23. 10. 2022 09:35:04,Algiers Algeria,Alžírská lidová demokratická republika
96203,N-NCO,,Magisterský navazující,prezenční,18. 10. 2022 17:00,18.10.2022,750,0,ne,,,18. 10. 2022 17:35:23,ano,18. 10. 2022 17:31:51,ne,,ano,18. 10. 2022 17:06:14,Ibadan,Nigérijská federativní republika
96119,B-BEE,,Bakalářský,prezenční,14. 10. 2022 23:59,,750,0,ne,,,15. 10. 2022 00:06:40,ano,15. 10. 2022 00:05:04,ne,,ano,15. 10. 2022 00:02:24,Abidjan,Republika Pobřeží slonoviny
95995,B-BEE,,Bakalářský,prezenční,09. 10. 2022 08:20,09.10.2022,750,0,ne,,,09. 10. 2022 08:43:05,ano,09. 10. 2022 08:41:29,ne,,ano,09. 10. 2022 08:21:49,Batumi,Gruzie
95827,B-BEE,,Bakalářský,prezenční,03. 10. 2022 15:46,,750,0,ne,,,03. 10. 2022 15:47:02,ano,,ne,,ano,03. 10. 2022 15:47:02,"Ulaanbaatar city, Bayanzurkh district, 26th khoroo, Santo apartment 212-710",Mongolsko
96681,N-ENVA,,Magisterský navazující,prezenční,07. 11. 2022 12:56,,750,0,ne,,,25. 05. 2022 15:34:22,ano,07. 11. 2022 12:56:45,ne,,ano,07. 11. 2022 12:56:45,"Sangavi, Pune",Indická republika
96682,N-NCO,,Magisterský navazující,prezenční,07. 11. 2022 12:58,,750,0,ne,,,25. 05. 2022 15:34:22,ano,07. 11. 2022 12:58:42,ne,,ano,07. 11. 2022 12:58:42,"Sangavi, Pune",Indická republika
